,year,artist.inverted,track,time,genre,date.entered,date.peaked,Weeks on Billboard,Top Billboard Rank,Week,Ranking,Hello
1534,2000,"Levert, Gerald",Mr. Too Damn Good,4:06,R&B,2000-03-18,2000-04-08,8,76.0,5,86.0,R&B
1535,2000,"McKnight, Brian",Stay Or Let It Go,4:32,Rock,2000-02-26,2000-03-25,8,76.0,5,76.0,Rock
1536,2000,"Allan, Gary",Smoke Rings In The Dark,4:18,Country,2000-01-22,2000-02-05,5,76.0,5,92.0,Country
1537,2000,Ginuwine,The Best Man I Can Be,4:06,Rock,2000-01-08,2000-03-04,12,77.0,5,84.0,Rock
1538,2000,Before Dark,Monica,4:04,Rock,2000-05-20,2000-06-17,9,77.0,5,77.0,Rock
1540,2000,Stone Temple Pilots,Sour Girl,4:16,Rock,2000-07-08,2000-07-29,13,78.0,5,78.0,Rock
1541,2000,Montgomery Gentry,Daddy Won't Sell The Farm,4:18,Country,2000-03-04,2000-03-25,6,79.0,5,81.0,Country
1542,2000,"Cyrus, Billy Ray",You Won't Be Lonely Now,3:45,Country,2000-09-23,2000-11-11,13,80.0,5,91.0,Country
1543,2000,Clark Family Experience,Meanwhile Back At The Ranch,2:56,Country,2000-11-18,2000-12-16,12,80.0,5,80.0,Country
1544,2000,"Thomas, Carl",Summer Rain,4:57,Rock,2000-09-23,2000-10-14,11,80.0,5,82.0,Rock
1545,2000,"Yearwood, Trisha",Real Live Woman,3:55,Country,2000-04-01,2000-04-29,6,81.0,5,81.0,Country
1546,2000,Trick Daddy,Shut Up,4:17,Rap,2000-05-20,2000-06-17,11,83.0,5,83.0,Rap
1547,2000,"Moore, Chante",Straight Up,3:40,Rock,2000-10-28,2000-12-02,9,83.0,5,85.0,Rock
1548,2000,Cam'ron,What Means The World To You,4:38,Rap,2000-10-14,2000-11-18,10,83.0,5,84.0,Rap
1549,2000,Juvenile,U Understand,3:51,Rap,2000-02-05,2000-02-12,6,83.0,5,97.0,Rap
1551,2000,Tamia,Can't Go For That,3:38,Rock,2000-09-16,2000-09-30,5,84.0,5,97.0,Rock
1554,2000,"Carter, Torrey",Take That,3:43,Rock,2000-06-24,2000-07-08,7,86.0,5,89.0,Rock
1556,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,20,88.0,5,93.0,Others
1557,2000,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,5,88.0,5,95.0,Rap
1558,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,18,88.0,5,95.0,Rock
1560,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,9,89.0,5,94.0,R&B
1561,2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,6,89.0,5,92.0,Rock
1562,2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,5,89.0,5,96.0,R&B
1563,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,12,90.0,5,99.0,Country
1564,2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,6,90.0,5,93.0,Country
1565,2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,7,91.0,5,91.0,Rap
1571,2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,7,95.0,5,100.0,Rap
1572,2000,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,5,95.0,5,100.0,Others
1573,2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,5,95.0,5,100.0,Rap
1585,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,28,1.0,6,15.0,Rock
1586,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,26,1.0,6,3.0,Rock
1587,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,33,1.0,6,13.0,Rock
1588,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,24,1.0,6,1.0,Rock
1589,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,21,1.0,6,18.0,Rock
1590,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,24,1.0,6,22.0,Rock
1591,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,32,1.0,6,13.0,Rock
1592,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,20,1.0,6,12.0,Others
1593,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,26,1.0,6,55.0,Rock
1594,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,55,1.0,6,33.0,Country
1595,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,25,1.0,6,19.0,Rock
1596,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,24,1.0,6,13.0,Rock
1597,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,41,1.0,6,33.0,Rock
1598,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,47,1.0,6,68.0,Rock
1599,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,32,1.0,6,18.0,Rock
1600,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,39,1.0,6,21.0,Rock
1601,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,20,1.0,6,37.0,Rock
1602,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,53,2.0,6,35.0,Rap
1603,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,30,2.0,6,31.0,Rock
1604,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,28,2.0,6,42.0,Rock
1605,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,37,2.0,6,24.0,Rock
1606,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,32,2.0,6,27.0,Others
1607,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,20,2.0,6,19.0,Rock
1608,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,32,3.0,6,50.0,Rock
1609,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,53,3.0,6,57.0,Rock
1610,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,28,3.0,6,23.0,Rock
1611,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,22,3.0,6,19.0,Rock
1612,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,28,4.0,6,9.0,Rock
1613,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,44,4.0,6,33.0,Rock
1614,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,32,4.0,6,61.0,Rap
1615,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,23,4.0,6,7.0,Rock
1616,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,19,4.0,6,7.0,Rap
1617,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,27,4.0,6,21.0,Rock
1618,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,22,4.0,6,25.0,Rock
1619,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,29,5.0,6,19.0,Others
1620,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,21,5.0,6,7.0,Rap
1621,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,27,5.0,6,20.0,Rock
1622,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,26,5.0,6,6.0,Rock
1623,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,26,5.0,6,15.0,Rock
1624,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,24,6.0,6,14.0,Rock
1625,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,27,6.0,6,34.0,Rock
1626,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,28,6.0,6,34.0,Rock
1627,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,23,6.0,6,51.0,Rock
1628,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,20,6.0,6,11.0,Others
1629,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,20,6.0,6,42.0,Rock
1630,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,32,7.0,6,7.0,Rock
1631,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,57,7.0,6,58.0,Rock
1632,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,34,7.0,6,37.0,Rap
1633,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,21,7.0,6,31.0,Rock
1635,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,24,8.0,6,17.0,Rock
1636,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,20,9.0,6,13.0,Rock
1637,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,20,9.0,6,12.0,Rock
1638,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,21,11.0,6,25.0,Rock
1639,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,20,11.0,6,22.0,Rap
1640,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,25,11.0,6,59.0,Country
1641,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,26,11.0,6,23.0,Rock
1642,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,21,11.0,6,19.0,Rap
1643,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,24,11.0,6,42.0,Rock
1644,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,20,12.0,6,38.0,Rock
1645,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,18,12.0,6,16.0,Others
1646,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,20,13.0,6,25.0,Rap
1647,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,31,13.0,6,34.0,Rock
1648,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,20,14.0,6,14.0,Rock
1649,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,22,14.0,6,22.0,Rock
1650,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,22,14.0,6,49.0,Rock
1651,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,20,14.0,6,16.0,R&B
1652,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,21,15.0,6,37.0,Rock
1653,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,20,15.0,6,18.0,Rock
1654,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,18,17.0,6,31.0,Rap
1655,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,26,17.0,6,52.0,Rock
1656,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,20,18.0,6,25.0,Rap
1657,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,20,19.0,6,26.0,Rock
1658,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,21,19.0,6,52.0,Rock
1659,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,15,19.0,6,20.0,Country
1660,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,11,19.0,6,44.0,R&B
1661,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,20,20.0,6,20.0,Rap
1662,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,20,20.0,6,46.0,Rock
1663,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,27,20.0,6,45.0,Rock
1664,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,20,20.0,6,28.0,Rock
1665,2000,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,7,20.0,6,71.0,Country
1666,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,16,21.0,6,23.0,Others
1667,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,22,21.0,6,40.0,Rap
1668,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,13,21.0,6,21.0,Rap
1669,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,12,21.0,6,44.0,Others
1670,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,24,22.0,6,43.0,Rock
1671,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,20,22.0,6,47.0,Country
1672,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,18,22.0,6,39.0,Others
1673,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,21,23.0,6,31.0,Rock
1674,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,20,23.0,6,30.0,Rock
1675,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,20,23.0,6,48.0,Country
1676,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,20,23.0,6,38.0,Rap
1677,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,20,23.0,6,41.0,Rap
1678,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,11,23.0,6,29.0,Rock
1679,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,20,24.0,6,31.0,Rock
1680,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,24,24.0,6,42.0,Rock
1681,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,20,24.0,6,33.0,Rock
1682,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,20,24.0,6,31.0,Rock
1683,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,23,24.0,6,42.0,Others
1684,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,20,25.0,6,30.0,Rap
1685,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,17,25.0,6,25.0,R&B
1686,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,20,25.0,6,44.0,Country
1687,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,20,26.0,6,33.0,Rock
1688,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,26,26.0,6,73.0,Others
1689,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,20,26.0,6,41.0,Rap
1690,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,21,27.0,6,44.0,Rap
1691,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,20,27.0,6,52.0,Country
1692,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,20,27.0,6,40.0,Country
1693,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,22,27.0,6,56.0,Country
1694,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,20,27.0,6,36.0,Others
1695,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,14,27.0,6,34.0,Others
1696,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,11,27.0,6,27.0,Rock
1697,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,20,28.0,6,37.0,Rock
1698,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,20,28.0,6,37.0,Rock
1699,2000,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,2000-06-24,7,28.0,6,90.0,Rock
1700,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,21,29.0,6,54.0,Country
1701,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,20,29.0,6,29.0,Rock
1702,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,9,29.0,6,32.0,Rock
1703,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,20,29.0,6,41.0,Rock
1704,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,20,29.0,6,42.0,Country
1705,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,20,30.0,6,50.0,Country
1706,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,15,30.0,6,30.0,Rock
1707,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,20,31.0,6,43.0,Country
1708,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,20,31.0,6,44.0,Country
1709,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,20,31.0,6,49.0,Country
1710,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,20,31.0,6,54.0,Rap
1711,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,20,31.0,6,63.0,Country
1712,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,20,32.0,6,32.0,Rock
1713,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,17,32.0,6,39.0,Others
1714,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,17,32.0,6,52.0,Others
1715,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,20,33.0,6,45.0,Rock
1716,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,20,34.0,6,51.0,Country
1717,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,20,34.0,6,53.0,Country
1718,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,17,34.0,6,62.0,R&B
1719,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,16,34.0,6,40.0,Rap
1720,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,20,35.0,6,35.0,Rock
1721,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,20,35.0,6,41.0,Country
1722,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,15,35.0,6,37.0,R&B
1723,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,20,35.0,6,46.0,Country
1724,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,12,35.0,6,40.0,Rap
1725,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,18,36.0,6,37.0,Country
1726,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,19,36.0,6,49.0,R&B
1727,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,20,37.0,6,49.0,Country
1728,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,20,37.0,6,55.0,Country
1729,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,13,38.0,6,48.0,Rock
1730,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,19,38.0,6,48.0,Rap
1731,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,20,38.0,6,64.0,Country
1732,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,12,38.0,6,40.0,Rock
1733,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,19,38.0,6,56.0,Country
1734,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,20,39.0,6,47.0,Country
1735,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,20,40.0,6,46.0,Country
1736,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,20,40.0,6,48.0,Country
1737,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,20,40.0,6,48.0,Country
1738,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,20,40.0,6,48.0,Rock
1739,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,20,40.0,6,54.0,R&B
1740,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,20,40.0,6,48.0,Country
1741,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,20,42.0,6,52.0,Country
1742,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,29,42.0,6,93.0,Rock
1743,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,20,42.0,6,47.0,Country
1744,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,20,43.0,6,52.0,Country
1745,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,20,43.0,6,63.0,Country
1746,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,17,43.0,6,46.0,Rap
1747,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,17,43.0,6,57.0,Country
1748,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,20,44.0,6,57.0,Country
1749,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,19,44.0,6,44.0,Rap
1750,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,19,45.0,6,53.0,Country
1751,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,15,45.0,6,49.0,Country
1752,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,9,45.0,6,58.0,Rock
1753,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,14,47.0,6,47.0,Rap
1754,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,18,47.0,6,56.0,R&B
1755,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,20,47.0,6,47.0,Rock
1756,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,15,48.0,6,63.0,Rock
1757,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,20,49.0,6,78.0,Country
1758,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,20,49.0,6,79.0,Rap
1759,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,15,49.0,6,60.0,Rock
1760,2000,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,6,49.0,6,91.0,Rock
1761,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,17,50.0,6,50.0,Rock
1762,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,20,50.0,6,77.0,Country
1763,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,15,51.0,6,51.0,Rap
1764,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,20,51.0,6,64.0,Country
1765,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,17,51.0,6,54.0,Others
1766,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,16,51.0,6,64.0,Country
1767,2000,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,7,51.0,6,74.0,Rock
1768,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,20,52.0,6,65.0,Country
1769,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,19,52.0,6,59.0,Rock
1770,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,12,52.0,6,57.0,R&B
1771,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,19,53.0,6,56.0,Rock
1772,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,13,53.0,6,55.0,Country
1773,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,15,54.0,6,62.0,Country
1774,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,15,54.0,6,63.0,Others
1775,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,14,54.0,6,60.0,Rap
1776,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,12,54.0,6,54.0,R&B
1777,2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,8,55.0,6,74.0,Rap
1778,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,20,55.0,6,65.0,Rock
1779,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,19,55.0,6,83.0,Country
1780,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,17,56.0,6,69.0,Country
1781,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,17,56.0,6,60.0,R&B
1782,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,18,56.0,6,60.0,Rap
1783,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,9,57.0,6,57.0,Country
1784,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,20,57.0,6,64.0,Rock
1785,2000,"Adams, Yolanda",Open My Heart,5:30,Gospel,2000-08-26,2000-10-21,20,57.0,6,67.0,Others
1786,2000,Shyne,Bad Boyz,4:22,Rap,2000-09-09,2000-10-28,15,57.0,6,67.0,Rap
1787,2000,R.E.M.,The Great Beyond,4:10,Rock,1999-12-25,2000-01-29,14,57.0,6,57.0,Rock
1788,2000,"Diffie, Joe",It's Always Somethin',2:55,Country,2000-08-12,2000-09-16,14,57.0,6,57.0,Country
1789,2000,"McGraw, Tim",Some Things Never Change,3:56,Country,2000-05-13,2000-07-01,14,58.0,6,60.0,Country
